Sentiment,Phrase
1,"who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
1,"knows everything and answers all questions , is visually smart , cleverly written , and nicely realized"
1,"knows everything and answers all questions , is visually smart , cleverly written , and nicely"
1,"knows everything and answers all questions , is visually smart , cleverly written , and"
1,"knows everything and answers all questions , is visually smart , cleverly written ,"
1,"knows everything and answers all questions , is visually smart , cleverly written"
1,"knows everything and answers all questions ,"
1,knows everything and answers all questions
1,"is visually smart , cleverly written"
1,"is visually smart ,"
1,is visually smart
1,visually smart
1,cleverly written
1,The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .
1,The mark of a respectable summer blockbuster
1,of a respectable summer blockbuster
1,a respectable summer blockbuster
1,respectable summer blockbuster
1,respectable
1,is one of two things : unadulterated thrills or genuine laughs .
1,is one of two things : unadulterated thrills or genuine laughs
1,one of two things : unadulterated thrills or genuine laughs
1,unadulterated thrills or genuine laughs
1,unadulterated thrills
1,thrills
1,genuine laughs
1,thriller and murder mystery
-1,", Murder by Numbers fits the profile too closely ."
-1,Murder by Numbers fits the profile too closely .
1,fits the profile too closely
1,fits
1,Alternately frustrating and rewarding .
-1,frustrating and
1,rewarding
1,"I highly recommend Irwin , but"
1,"I highly recommend Irwin ,"
1,I highly recommend Irwin
1,highly recommend Irwin
-1,not in the way this film showcases him
-1,It 's hard to believe that something so short could be so flabby .
-1,'s hard to believe that something so short could be so flabby .
-1,'s hard to believe that something so short could be so flabby
-1,hard to believe that something so short could be so flabby
-1,to believe that something so short could be so flabby
-1,believe that something so short could be so flabby
-1,that something so short could be so flabby
-1,so short could be so flabby
-1,so short
-1,could be so flabby
-1,so flabby
-1,flabby
1,"Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film ."
1,Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed
1,Anyone who welcomes a dash of the avant-garde fused with their humor
1,who welcomes a dash of the avant-garde fused with their humor
1,welcomes a dash of the avant-garde fused with their humor
1,welcomes
1,a dash of the avant-garde fused with their humor
1,of the avant-garde fused with their humor
1,the avant-garde fused with their humor
1,fused with their humor
1,take pleasure
1,", joyous romp of a film ."
1,joyous romp of a film .
1,romp of a film .
1,romp of a film
-1,It merely indulges in the worst elements of all of them .
-1,merely indulges in the worst elements of all of them .
-1,indulges in the worst elements of all of them .
-1,indulges in the worst elements of all of them
-1,in the worst elements of all of them
-1,the worst elements of all of them
-1,the worst elements
-1,worst elements
-1,-- that the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .
-1,that the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen
-1,the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen
1,` true story '
-1,by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen
-1,All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen
-1,is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen
-1,allegedly `` inspired '' was a lot funnier
-1,inspired '' was a lot funnier
1,inspired ''
1,lot funnier
-1,enacted than what 's been cobbled together onscreen
-1,than what 's been cobbled together onscreen
-1,been cobbled together onscreen
-1,", but not compelling ."
-1,", but not compelling"
-1,not compelling
1,"`` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark ."
1,"Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark ."
1,"'' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark ."
1,"feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark ."
1,"feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark"
1,"capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark"
1,"of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark"
1,"charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark"
1,"charming the masses with star power , a pop-induced score and sentimental moments"
1,"the masses with star power , a pop-induced score and sentimental moments"
1,"the masses with star power , a pop-induced score and sentimental"
1,"the masses with star power , a pop-induced score"
1,"with star power , a pop-induced score"
1,"star power , a pop-induced score"
1,"star power ,"
1,star power
1,that have become a Spielberg trademark
1,become a Spielberg trademark
1,a Spielberg trademark
-1,An enigmatic film that 's too clever for its own good
1,An enigmatic film
-1,that 's too clever for its own good
-1,too clever for its own good
1,its own good
-1,", it 's a conundrum not worth solving ."
-1,it 's a conundrum not worth solving .
-1,'s a conundrum not worth solving
1,"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react ."
1,"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react"
1,"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and"
1,"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile ,"
1,"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile"
1,fascination
1,"comes in the power of the Huston performance , which seems so larger than life and yet so fragile"
1,"in the power of the Huston performance , which seems so larger than life and yet so fragile"
1,"the power of the Huston performance , which seems so larger than life and yet so fragile"
1,"the power of the Huston performance ,"
1,the power of the Huston performance
1,Huston performance
1,which seems so larger than life and yet so fragile
1,seems so larger than life and yet so fragile
1,so larger than life and
1,so larger than life
1,larger than life
-1,in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react
-1,illness
-1,unable
-1,Eh
-1,Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .
-1,Highly uneven and inconsistent ... Margarita Happy Hour kinda
-1,Highly uneven and inconsistent ...
-1,Highly uneven and inconsistent
